,District,Neighborhood,Furnished,Available for Loan,Elevator,Household appliances,Air conditioning,Terrace,Washing Machine,Laundry room,Closed Garage,Parking Lot,Kitchen,Next to sea shore,Hospital,High school,Market,Police station,Gym,Primary School-Secondary School,Highway,Airport,Metro,Bus stop,Sea,City,Top floor,Ground floor,sqrt_m2,totalrooms,buildingage,floorloc,numberoffloors,bathroom_count,has_balcony,heating_grouped,distgrouped,price_updated,district_encoded,price_per_m2,security_features,water_features,cephe_yonu,toplam_cephe,sanitasyon_score,banyo_durumu,havuz_tipi,havuz_var,luxury_pool_score,is_smart_home,luxury_score,smart_home_impact
20329,Ümraniye,Şerifali Mh.,Yes,Yes,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,7.416198487095663,2.0,4.0,14.0,17,1,0.0,other,Ümraniye,6400000.0,460973.1654450262,116363.63636363635,3,1,South,1,0,yok,acik_havuz,1,1,0,0.0,13698890.517431868
20330,Fatih,Karagümrük Mh.,No,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,4.0,2.0,30,1,1.0,natural_gas,Fatih,12800000.0,527925.2457372117,128000.0,2,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20331,Çatalca,Ferhatpaşa Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,10.246950765959598,3.0,13.0,4.0,5,1,1.0,natural_gas,Other,5700000.0,336206.1359649123,54285.71428571428,0,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20332,Kağıthane,Çeliktepe Mh.,No,Yes,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,12.649110640673518,6.0,7.5,4.0,4,2,1.0,natural_gas,Kağıthane,14500000.0,432087.61001042754,90625.0,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20333,Şişli,Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,10.488088481701515,4.0,23.0,3.0,5,1,1.0,natural_gas,Şişli,14500000.0,926286.5709908068,131818.18181818182,2,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20334,Tuzla,Postane Mah.,No,Yes,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,16.583123951777,6.0,13.0,2.0,30,3,1.0,natural_gas,Tuzla,21000000.0,401807.901221996,76363.63636363637,2,0,East,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20335,Beykoz,Anadolu Hisarı Mh.,No,Yes,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,18.027756377319943,6.0,4.0,4.0,4,3,1.0,natural_gas,Other,82000000.0,1435304.2986425338,252307.6923076923,2,0,East,2,0,yok,acik_havuz,1,1,0,0.0,13698890.517431868
20336,Arnavutköy,Karlıbayır Mh.,No,Yes,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,14.832396974191326,6.0,2.0,2.0,30,2,1.0,natural_gas,Arnavutköy,8400000.0,298698.1409736308,38181.81818181818,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20337,Küçükçekmece,Yeni Mahalle Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,10.954451150103322,4.0,7.5,3.0,4,2,1.0,natural_gas,Küçükçekmece,9000000.0,449917.38307349663,75000.0,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20338,Avcılar,Denizköşkler Mh.,No,Yes,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,17.320508075688775,6.0,18.0,3.0,4,2,1.0,natural_gas,Avcılar,10400000.0,423310.2821031345,34666.666666666664,1,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20339,Güngören,Mareşal Çakmak Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,13.41640786499874,5.0,4.0,3.0,30,2,1.0,natural_gas,Güngören,10900000.0,405051.7975334018,60555.55555555556,0,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20340,Sultangazi,Sultançiftliği Mh.,No,Yes,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,9.219544457292889,3.0,7.5,2.0,4,1,1.0,natural_gas,Sultangazi,6300000.0,324805.2351160444,74117.64705882352,1,0,South,1,1,sadece_tuvalet,havuz_yok,0,0,0,0.0,13698890.517431868
20341,Üsküdar,Valide-i Atik Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,10.246950765959598,3.0,35.0,3.0,30,1,1.0,natural_gas,Üsküdar,12000000.0,1026801.4897959183,114285.71428571428,1,0,South,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20342,Bayrampaşa,Yıldırım Mh.,No,Yes,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,9.591663046625438,3.0,28.0,3.0,4,1,1.0,natural_gas,Bayrampaşa,7600000.0,498019.5159629248,82608.69565217392,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20343,Arnavutköy,Arnavutköy Merkez Mh.,No,Yes,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,11.40175425099138,4.0,0.0,4.0,5,1,1.0,natural_gas,Arnavutköy,6200000.0,298698.1409736308,47692.307692307695,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20344,Zeytinburnu,Maltepe Mah.,No,Yes,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,11.180339887498947,3.0,1.0,14.0,17,1,1.0,other,Zeytinburnu,21000000.0,682912.6367346939,168000.0,1,0,South,1,0,yok,karma_havuz,1,3,0,0.0,13698890.517431868
20345,Güngören,Haznedar Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10.488088481701515,4.0,35.0,2.0,5,1,1.0,natural_gas,Güngören,9000000.0,405051.7975334018,81818.18181818182,0,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20346,Tuzla,Postane Mah.,No,No,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,10.0,3.0,1.0,0.0,30,1,1.0,natural_gas,Tuzla,6600000.0,401807.901221996,66000.0,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20347,Küçükçekmece,Yeni Mahalle Mah.,No,Yes,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,11.61895003862225,4.0,7.5,1.0,4,1,1.0,natural_gas,Küçükçekmece,8900000.0,449917.38307349663,65925.92592592593,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20348,Beyoğlu,Keçeci Piri Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,12.24744871391589,4.0,1.0,4.0,4,2,1.0,natural_gas,Beyoğlu,11000000.0,1153020.0825593397,73333.33333333333,2,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20349,Ataşehir,İçerenköy Mh.,No,Yes,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,9.746794344808963,3.0,7.5,1.0,4,1,1.0,natural_gas,Ataşehir,8380000.0,663389.644803229,88210.52631578948,1,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20350,Sancaktepe,Atatürk Mh.,No,Yes,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,11.832159566199232,4.0,1.0,3.0,30,1,1.0,natural_gas,Sancaktepe,6800000.0,321896.8641588297,48571.42857142857,1,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20351,Sancaktepe,Osmangazi Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,8.94427190999916,3.0,1.0,3.0,4,1,1.0,natural_gas,Sancaktepe,4500000.0,321896.8641588297,56250.0,0,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20352,Beykoz,Soğuksu Mh.,No,No,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,13.601470508735444,4.0,7.5,4.0,30,3,1.0,natural_gas,Other,19700000.0,1435304.2986425338,106486.48648648648,0,0,East,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20353,Çekmeköy,Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,10.0,3.0,7.5,3.0,5,1,1.0,natural_gas,Çekmeköy,5300000.0,378758.4229607251,53000.0,1,1,South,1,0,yok,havuz_yok,0,0,1,1.8,32728239.318282425
20354,Bağcılar,Demirkapı Mh.,No,Yes,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,10.198039027185567,3.0,0.0,14.0,16,1,1.0,other,Bağcılar,9300000.0,422581.1141414141,89423.07692307692,3,1,South,1,1,sadece_tuvalet,havuz_yok,0,0,0,0.0,13698890.517431868
20355,Kadıköy,Suadiye Mah.,No,Yes,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,11.832159566199232,4.0,0.0,1.0,11,2,1.0,other,Kadıköy,24500000.0,1665764.970936491,175000.0,2,1,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20356,Zeytinburnu,Sümer Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,12.24744871391589,6.0,28.0,3.0,6,2,1.0,natural_gas,Zeytinburnu,15000000.0,682912.6367346939,100000.0,0,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20357,Bahçelievler,Bahçelievler Mh.,No,Yes,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,9.38083151964686,3.0,0.0,0.5,4,1,0.0,natural_gas,Bahçelievler,10900000.0,473090.3087790111,123863.63636363635,2,1,South,2,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
20358,Bayrampaşa,Altıntepsi Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,10.0,3.0,18.0,3.0,5,1,1.0,natural_gas,Bayrampaşa,9000000.0,498019.5159629248,90000.0,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20359,Üsküdar,Mimar Sinan Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,9.486832980505138,3.0,35.0,4.0,4,1,1.0,natural_gas,Üsküdar,8500000.0,1026801.4897959183,94444.44444444444,1,0,South,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20360,Büyükçekmece,Pınartepe Mh.,No,Yes,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,10.488088481701515,3.0,7.5,1.0,6,2,1.0,natural_gas,Büyükçekmece,7700000.0,615087.9777777778,70000.0,3,1,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20361,Ataşehir,Atatürk Mh.,No,Yes,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,12.489995996796797,4.0,18.0,1.0,12,2,1.0,other,Ataşehir,21000000.0,663389.644803229,134615.38461538462,2,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20362,Büyükçekmece,Fatih Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,10.0,3.0,23.0,1.0,4,1,1.0,natural_gas,Büyükçekmece,5680000.0,615087.9777777778,56800.0,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20363,Çekmeköy,Mehmet Akif Ersoy Mah.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.784048752090222,5.0,18.0,1.0,6,1,1.0,natural_gas,Çekmeköy,8600000.0,378758.4229607251,45263.15789473684,1,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20364,Eyüpsultan,Eyüp Merkez Mah.,No,No,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,10.488088481701515,3.0,23.0,3.0,4,1,1.0,natural_gas,Eyüpsultan,5600000.0,782382.0847628658,50909.09090909091,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20365,Büyükçekmece,Ekinoba Mah.,No,Yes,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,11.832159566199232,4.0,7.5,1.0,5,2,1.0,natural_gas,Büyükçekmece,17000000.0,615087.9777777778,121428.57142857143,3,1,East,2,0,yok,acik_havuz,1,1,0,0.0,13698890.517431868
20366,Ataşehir,Esatpaşa Mh.,No,No,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,11.40175425099138,4.0,7.5,3.0,30,2,1.0,natural_gas,Ataşehir,9780000.0,663389.644803229,75230.76923076923,2,0,South,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20367,Esenyurt,Cumhuriyet Mah.,No,Yes,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,13.711309200802088,4.0,7.5,12.0,13,2,1.0,natural_gas,Esenyurt,14600000.0,280980.89225941425,77659.5744680851,2,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20368,Maltepe,Çınar Mh.,No,Yes,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,11.832159566199232,4.0,18.0,2.0,30,2,1.0,natural_gas,Maltepe,9000000.0,531133.9283387623,64285.71428571428,2,1,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20369,Beylikdüzü,Kavaklı Mh.,No,Yes,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,11.40175425099138,4.0,13.0,3.0,5,2,1.0,natural_gas,Beylikdüzü,6400000.0,417505.9584599797,49230.769230769234,2,1,South,1,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
20370,Güngören,Abdurrahman Nafiz Gürman Mh.,No,Yes,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,13.038404810405298,5.5,35.0,4.0,4,1,1.0,central,Güngören,14200000.0,405051.7975334018,83529.41176470589,3,0,East,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20371,Beşiktaş,Abbasağa Mh.,No,Yes,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,14.142135623730953,6.0,28.0,3.0,30,2,1.0,natural_gas,Beşiktaş,26500000.0,3417575.7583756344,132500.0,2,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20372,Fatih,Akşemsettin Mh.,No,Yes,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,10.954451150103322,4.0,35.0,3.0,4,2,1.0,natural_gas,Fatih,13800000.0,527925.2457372117,115000.0,1,1,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20373,Sancaktepe,Osmangazi Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,9.38083151964686,3.0,3.0,3.0,4,1,1.0,natural_gas,Sancaktepe,4960000.0,321896.8641588297,56363.63636363636,1,1,East,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20374,Kartal,Kordonboyu Mah.,No,Yes,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,12.24744871391589,4.0,18.0,1.0,4,1,1.0,natural_gas,Kartal,12000000.0,526419.6984924623,80000.0,2,1,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20375,Üsküdar,Mimar Sinan Mh.,No,Yes,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,11.180339887498947,4.0,28.0,1.0,4,2,1.0,natural_gas,Üsküdar,12000000.0,1026801.4897959183,96000.0,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20376,Fatih,Silivrikapı Mh.,No,Yes,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,12.24744871391589,5.0,35.0,1.0,4,2,1.0,natural_gas,Fatih,12800000.0,527925.2457372117,85333.33333333333,1,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20377,Sancaktepe,Abdurrahmangazi Mah.,No,Yes,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,13.41640786499874,5.0,0.0,6.0,6,3,1.0,natural_gas,Sancaktepe,12000000.0,321896.8641588297,66666.66666666667,2,1,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20378,Beylikdüzü,Adnan Kahci Mah.,No,Yes,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,13.784048752090222,4.0,18.0,11.0,15,2,1.0,other,Beylikdüzü,14500000.0,417505.9584599797,76315.78947368421,4,1,South,1,0,yok,karma_havuz,1,3,0,0.0,13698890.517431868
20379,Bakırköy,Kartaltepe Mah.,No,Yes,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,11.832159566199232,4.0,23.0,1.0,8,1,1.0,central,Bakırköy,12600000.0,2067155.5151515151,90000.0,4,1,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20380,Fatih,Silivrikapı Mh.,No,Yes,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,12.041594578792296,4.0,23.0,8.0,11,2,1.0,natural_gas,Fatih,16200000.0,527925.2457372117,111724.13793103448,1,1,South,1,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
20381,Büyükçekmece,Kumburgaz Merkez Mah.,Yes,Yes,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,10.488088481701515,3.0,28.0,4.0,5,1,1.0,natural_gas,Büyükçekmece,5500000.0,615087.9777777778,50000.0,2,0,South,1,0,yok,acik_havuz,1,1,0,0.0,13698890.517431868
20382,Esenyurt,Mevlana Mh.,Yes,Yes,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,11.832159566199232,4.5,18.0,12.0,14,1,1.0,natural_gas,Esenyurt,10400000.0,280980.89225941425,74285.71428571429,2,1,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20383,Sarıyer,Zekeriyaköy Mh.,No,No,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,14.142135623730953,4.0,3.0,1.0,2,4,1.0,natural_gas,Sarıyer,31000000.0,2818335.21871821,155000.0,2,1,East,3,0,yok,acik_havuz,1,1,0,0.0,13698890.517431868
20384,Sarıyer,İstinye Mh.,No,Yes,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,18.708286933869708,6.0,7.5,0.5,4,3,1.0,natural_gas,Sarıyer,215000000.0,2818335.21871821,614285.7142857143,3,1,East,2,0,yok,karma_havuz,1,3,0,0.0,13698890.517431868
20385,Başakşehir,Kayabaşı Mh.,No,Yes,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,10.246950765959598,3.0,0.0,3.0,17,2,1.0,other,Başakşehir,13200000.0,712425.0368852459,125714.28571428572,3,1,South,1,0,yok,kapali_havuz,1,2,0,0.0,13698890.517431868
20386,Büyükçekmece,Sinanoba,No,Yes,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,13.228756555322953,4.0,7.5,4.0,5,2,1.0,natural_gas,Büyükçekmece,27980000.0,615087.9777777778,159885.7142857143,4,1,East,2,0,yok,karma_havuz,1,3,0,0.0,13698890.517431868
20387,Bağcılar,Yıldıztepe Mh.,Yes,Yes,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.142135623730953,7.0,7.5,3.0,30,3,1.0,natural_gas,Bağcılar,13600000.0,422581.1141414141,68000.0,3,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20388,Beşiktaş,Ulus Mah.,No,Yes,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,15.491933384829668,5.0,23.0,1.0,2,3,1.0,other,Beşiktaş,315000000.0,3417575.7583756344,1312500.0,3,1,East,2,0,yok,acik_havuz,1,1,1,1.8,32728239.318282425
20389,Büyükçekmece,Çakmaklı Mh.,No,Yes,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,12.083045973594572,4.0,13.0,8.0,10,2,1.0,natural_gas,Büyükçekmece,9200000.0,615087.9777777778,63013.69863013698,3,1,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20390,Kağıthane,Ortabayır Mh.,No,Yes,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,13.038404810405298,5.0,7.5,4.0,4,2,1.0,natural_gas,Kağıthane,23000000.0,432087.61001042754,135294.11764705885,2,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20391,Büyükçekmece,Fatih Mah.,No,Unknown,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,15.811388300841896,7.0,13.0,5.0,5,2,1.0,natural_gas,Büyükçekmece,13000000.0,615087.9777777778,52000.0,3,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20392,Eyüpsultan,Göktürk Merkez Mh.,No,No,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,16.1245154965971,5.0,7.5,4.0,4,3,1.0,natural_gas,Eyüpsultan,21000000.0,782382.0847628658,80769.23076923077,3,1,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20393,Bayrampaşa,Yıldırım Mh.,No,Yes,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,8.660254037844387,2.0,7.5,0.5,4,1,0.0,natural_gas,Bayrampaşa,4700000.0,498019.5159629248,62666.66666666666,1,0,South,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20394,Pendik,Çınardere Mh.,Yes,Yes,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,9.219544457292889,3.0,0.0,8.0,9,1,1.0,other,Pendik,7400000.0,395494.32960199006,87058.82352941176,0,1,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20395,Silivri,Yeni Mah.,No,No,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,12.649110640673518,4.0,2.0,1.0,7,2,1.0,other,Silivri,9200000.0,330578.6200640341,57500.0,4,0,East,2,0,yok,karma_havuz,1,3,0,0.0,13698890.517431868
20396,Kadıköy,Osmanağa Mh.,No,Yes,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12.649110640673518,4.0,0.0,4.0,5,3,1.0,other,Kadıköy,27400000.0,1665764.970936491,171250.0,1,1,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20397,Eyüpsultan,Eyüp Merkez Mah.,No,Yes,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,10.0,3.0,0.0,0.0,4,1,0.0,natural_gas,Eyüpsultan,7900000.0,782382.0847628658,79000.0,0,0,South,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20398,Arnavutköy,Anadolu Mah.,Unknown,Yes,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,13.038404810405298,4.0,0.0,0.0,5,2,0.0,natural_gas,Arnavutköy,5200000.0,298698.1409736308,30588.235294117647,1,0,South,1,1,sadece_tuvalet,havuz_yok,0,0,0,0.0,13698890.517431868
20399,Güngören,Abdurrahman Nafiz Gürman Mh.,No,Yes,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,15.491933384829668,5.0,28.0,8.0,8,2,1.0,central,Güngören,19600000.0,405051.7975334018,81666.66666666667,2,0,East,2,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20400,Kadıköy,Bostancı Mh.,No,Yes,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,12.649110640673518,6.0,1.0,14.0,14,3,0.0,other,Kadıköy,27000000.0,1665764.970936491,168750.0,2,1,East,3,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20401,Eyüpsultan,Çırçır Mh.,No,Yes,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,9.486832980505138,3.0,1.0,1.0,10,1,0.0,other,Eyüpsultan,6780000.0,782382.0847628658,75333.33333333333,2,1,South,1,0,yok,kapali_havuz,1,2,0,0.0,13698890.517431868
20402,Ataşehir,Küçükbakkalköy Mh.,No,Yes,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,10.723805294763608,4.0,3.0,6.0,20,2,0.0,other,Ataşehir,12500000.0,663389.644803229,108695.65217391304,3,1,South,1,2,tam_teşekküllü,acik_havuz,1,1,1,1.8,32728239.318282425
20403,Kadıköy,Zühtüpaşa Mh.,No,Yes,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,13.784048752090222,5.0,0.0,12.0,12,3,1.0,natural_gas,Kadıköy,29900000.0,1665764.970936491,157368.42105263157,0,0,East,2,0,yok,havuz_yok,0,0,1,1.8,32728239.318282425
20404,Esenler,Kazım Karabekir Mh.,No,Yes,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,8.660254037844387,3.0,1.0,1.0,5,1,0.0,natural_gas,Esenler,5380000.0,310423.5130072841,71733.33333333333,1,0,South,1,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
20405,Kartal,Kordonboyu Mah.,No,Unknown,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6.928203230275509,1.0,0.0,24.0,30,1,1.0,fancoil,Kartal,6500000.0,526419.6984924623,135416.66666666666,2,0,South,1,2,tam_teşekküllü,karma_havuz,1,3,0,0.0,13698890.517431868
